0.769501,0.577755,0.668220,0.770440,0.706427,0.305649,0.710616,0.714446,0.691514,0.704088,0.718903,0.305649,0.599257
0.732114,0.671900,0.610113,0.759944,0.725437,0.305649,0.730277,0.708760,0.739167,0.727294,0.728373,0.305649,0.653576
0.304547,0.302223,0.563561,0.645900,0.594147,0.649414,0.616166,0.600030,0.553261,0.620583,0.546865,0.653975,0.305649
0.548599,0.428522,0.614023,0.561638,0.614162,0.637614,0.631450,0.633547,0.611294,0.594734,0.682422,0.701519,0.675574
0.722532,0.384770,0.736375,0.734656,0.598883,0.710825,0.683530,0.702924,0.657720,0.675999,0.720234,0.732160,0.731848
0.753522,0.457030,0.756819,0.722532,0.609347,0.722482,0.697376,0.652265,0.630586,0.696110,0.734906,0.721827,0.749846
0.889542,0.740765,0.864625,0.876908,0.905232,0.900951,0.934635,0.917877,0.934183,0.926237,0.938270,0.480667,0.921825
0.893730,0.921723,0.870510,0.863629,0.920195,0.888629,0.930825,0.928110,0.933538,0.942215,0.948880,0.797731,0.906633
0.480667,0.585393,0.571965,0.847637,0.817712,0.895219,0.894361,0.878360,0.863472,0.856319,0.789348,0.893726,0.570033
0.780916,0.670238,0.813494,0.768952,0.881845,0.918157,0.922574,0.923689,0.908509,0.905318,0.920191,0.936850,0.910878
0.891355,0.583620,0.920191,0.905284,0.871126,0.953418,0.926440,0.905284,0.881923,0.890221,0.938374,0.942477,0.955582
0.908167,0.651645,0.937032,0.935476,0.829608,0.938406,0.898836,0.890943,0.874444,0.873673,0.938374,0.931112,0.944330
0.718447,0.690393,0.678188,0.707544,0.760290,0.630436,0.753873,0.748473,0.777301,0.767895,0.774563,0.630436,0.719033
0.699860,0.755113,0.670663,0.719746,0.741543,0.630436,0.770060,0.749812,0.765134,0.758137,0.758044,0.630327,0.697405
0.630436,0.656108,0.648736,0.654787,0.668875,0.684305,0.683984,0.691519,0.630857,0.653901,0.630436,0.674414,0.630436
0.630436,0.648418,0.680940,0.674258,0.693684,0.740267,0.724150,0.732802,0.679639,0.707026,0.630436,0.674414,0.630436
0.630436,0.647640,0.735550,0.729694,0.688161,0.765644,0.716645,0.750465,0.712885,0.701691,0.746024,0.737863,0.768224
0.630436,0.651504,0.720557,0.720066,0.676144,0.759616,0.703801,0.695950,0.670680,0.699441,0.733630,0.736150,0.769922
