0.571155,0.436772,0.527506,0.460322,0.596308,0.341718,0.598035,0.606830,0.568624,0.597994,0.584130,0.341718,0.512499
0.594614,0.533240,0.445546,0.535893,0.603338,0.341718,0.616213,0.602517,0.607261,0.608739,0.617249,0.341718,0.556069
0.339846,0.333051,0.295421,0.479917,0.454718,0.550708,0.519956,0.509570,0.469308,0.520587,0.408958,0.556131,0.341718
0.462877,0.340071,0.417736,0.440636,0.493636,0.525865,0.530654,0.526611,0.498903,0.497584,0.580716,0.562298,0.575779
0.610905,0.346494,0.601356,0.611403,0.476029,0.592802,0.578439,0.598079,0.540432,0.560993,0.588955,0.599317,0.623253
0.638223,0.372351,0.587508,0.610905,0.486645,0.597407,0.588886,0.553213,0.532892,0.585565,0.602458,0.588419,0.634596
0.696999,0.587658,0.690960,0.665290,0.720648,0.701755,0.751579,0.734353,0.745980,0.743002,0.754368,0.475704,0.725847
0.710540,0.741314,0.700944,0.654023,0.734514,0.699292,0.748818,0.745429,0.746168,0.754615,0.761834,0.488217,0.713203
0.475704,0.478820,0.480095,0.673279,0.658179,0.720078,0.713127,0.696751,0.695102,0.689704,0.567605,0.718296,0.477096
0.618404,0.481780,0.654256,0.620916,0.708125,0.734141,0.738413,0.738018,0.731025,0.727758,0.735364,0.750739,0.725022
0.696654,0.485563,0.735364,0.719152,0.700939,0.764060,0.739038,0.719152,0.709799,0.716058,0.755042,0.757986,0.767076
0.711025,0.490139,0.752730,0.751349,0.668129,0.748445,0.713507,0.706340,0.704096,0.703361,0.755042,0.748912,0.757696
0.719202,0.705300,0.683886,0.604347,0.769163,0.702827,0.744224,0.753647,0.754817,0.762876,0.755172,0.702827,0.707522
0.721402,0.715560,0.666927,0.672512,0.753563,0.702827,0.753692,0.753670,0.749500,0.754033,0.753906,0.702498,0.707096
0.702827,0.704495,0.456476,0.603983,0.684068,0.707068,0.707880,0.708168,0.703088,0.701506,0.702827,0.704073,0.702827
0.702827,0.703646,0.499534,0.609396,0.707608,0.721276,0.720040,0.722512,0.712184,0.715874,0.702827,0.704073,0.702827
0.702827,0.702084,0.737362,0.723868,0.704769,0.739216,0.721783,0.724196,0.719246,0.722308,0.755971,0.751508,0.732113
0.702827,0.703124,0.711418,0.707592,0.692953,0.731833,0.714337,0.713404,0.706309,0.719706,0.747564,0.749364,0.720212
